Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
11181,CHEMVANA  SEC SCHOOL,Masvingo,Secondary,Mwenezi,S3,-21.24722,30.53526
11182,MAHWIRAKURE,Masvingo,Secondary,Mwenezi,S3,-21.30151,30.52494
11183,CHISASE,Masvingo,Secondary,Mwenezi,S3,-21.23276,30.67451
11184,CHOVERERE,Masvingo,Secondary,Mwenezi,S3,-21.0032,29.93313
11185,DENGENYA,Masvingo,Secondary,Mwenezi,S3,-21.14006,30.39775
11186,PERSEVERANCE COLLEGE ,Masvingo,Secondary,Gutu,S2,,
11187,MASVITSI,Masvingo,Secondary,Mwenezi,S3,-20.96431,30.89553
11188,MAYEZI SECONDARY,Masvingo,Secondary,Mwenezi,S3,-21.13173,29.86128
11189,MAZETESE,Masvingo,Secondary,Mwenezi,S3,-21.05106,30.30688
11190,SAGWARI,Masvingo,Secondary,Mwenezi,S3,-21.08261,30.81016
11191,TAFARA,Masvingo,Secondary,Mwenezi,S3,-21.1239,30.69245
11192,MUKUME (TONGENYIKA),Masvingo,Secondary,Mwenezi,S3,-21.05341,30.89741
11193,MASOGWE,Masvingo,Secondary,Mwenezi,S3,-20.94015,30.69321
11194,MASUTURE BAPTIST,Masvingo,Secondary,Mwenezi,S3,-21.41681,30.72678
11195,RUMWANDA,Masvingo,Secondary,Masvingo,S3,-20.02945,31.288
11196,MURERE,Masvingo,Secondary,Zaka,S3,-20.60513,31.3983
11197,JINJIKA,Masvingo,Secondary,Zaka,S3,-20.38546,31.33866
11198,DANDA,Masvingo,Secondary,Zaka,S3,-20.12766,31.28208
11199,SHINING STAR COLLEGE,Masvingo,Secondary,Masvingo,S2,,
11200,CHILONGA,Masvingo,Secondary,Chiredzi,S3,-21.22474,31.63644
11202,FRANCIS APHIRI,Masvingo,Primary,Masvingo,P2,,
11203,SUNGUBVI,Masvingo,Primary,Chiredzi,P3,,
11204,MLILO,Masvingo,Primary,Mwenezi,P3,,
11205,CHISVINE,Masvingo,Primary,Mwenezi,P3,-21.16045,29.85598
11206,BANGA,Masvingo,Primary,Chiredzi,P3,,
11207,MASAPWE,Masvingo,Primary,Mwenezi,P3,,
11208,BUFFALO RANGE,Masvingo,Secondary,Chiredzi,S3,,
11209,MUZOGWI RCZ,Masvingo,Secondary,Chivi,S3,,
11210,G & N,Masvingo,Secondary,Mwenezi,S3,,
11211,MFULA,Masvingo,Secondary,Mwenezi,S3,,
11212,G & N MISSION RUSHUMBE,Masvingo,Secondary,Chivi,S3,,
11213,NDALI,Masvingo,Secondary,Chiredzi,S3,,
11214,MAFOMOTI,Masvingo,Secondary,Mwenezi,S3,-21.40118,30.57052
11215,RUVHURE,Masvingo,Secondary,Masvingo,S3,,
11216,BOMBA,Masvingo,Secondary,Chiredzi,S3,,
11217,SHUMBAIRERWA,Masvingo,Secondary,Gutu,S3,,
11218,SAMU,Masvingo,Secondary,Chiredzi,S3,,
11219,CHISHINYA,Masvingo,Secondary,Chiredzi,S3,,
11220,TASHINGA,Masvingo,Primary,Chiredzi,P3,,
11222,PECOM ACADEMY,Masvingo,Secondary,Zaka,S3,,
11223,ST AMBROSE MATIBI,Masvingo,Primary,Mwenezi,P3,,
11224,MUTSUNGWE,Masvingo,Primary,Masvingo,P3,,
11225,ZHOU (MAZORODZE),Masvingo,Primary,Masvingo,P3,,
11227,MABIKA,Masvingo,Secondary,Mwenezi,S3,,
11228,MASASWE,Masvingo,Secondary,Mwenezi,S3,,
11229,VULTURESVALE ACADEMY,Masvingo,Secondary,Masvingo,S2,,
11230,HERENTALS MASVINGO,Masvingo,Secondary,Masvingo,S2,,
11231,MAROTA,Masvingo,Primary,Masvingo,P3,,
11232,UTSINDA CHRISTIAN COLLGE,Masvingo,Secondary,Gutu,S1,,
11236,RUNYARARO ADVENTIST,Masvingo,Primary,Masvingo,P2,,
11237,BONDOLFI,Masvingo,Secondary,Masvingo,S3,,
11238,CHAMADENGA,Masvingo,Secondary,Masvingo,S3,,
11239,MALLON COLLEGE,Masvingo,Secondary,Masvingo,S2,,
11240,VISION ACADEMY,Masvingo,Secondary,Masvingo,S2,,
11243,CHINYIKA BOARDING,Masvingo,Primary,Gutu,P3,,
11250,FARMAK PRESCHOOL,Masvingo,Primary,Masvingo,P2,,
11251,EDRROVALE COLLEGE,Masvingo,Secondary,Masvingo,S1,,
11252,SANDON ACADEMY ,Masvingo,Secondary,Gutu,S2,,
11253,EZEKIEL GUTI JUNIOR ,Masvingo,Secondary,Chiredzi,S2,,
11254,ROCJHOPPER EDUCATION CENTER ,Masvingo,Secondary,Bikita,S3,,
11256,KIDSVILLE PRE-SCHOOL & DAYCARE ,Masvingo,Primary,Chivi,P2,,
11257,SAINT LUKE'S PRE-SCHOOL ,Masvingo,Primary,Chivi,P3,,
11258,LITTLE STAR ,Masvingo,Primary,Chivi,P3,,
12003,WANKIE SEC,Matabeleland North,Secondary,Hwange,S3,-18.37107,26.42864
12004,INYATHI HIGH,Matabeleland North,Secondary,Bubi,S3,-19.66953,28.87451
12005,BABAMBENI,Bulawayo,Primary,Khami,P2,-20.14012,28.49051
12006,BAINES INFANT,Bulawayo,Primary,Reigate,P1,-20.13436,28.58325
12007,BAINES JUNIOR,Bulawayo,Primary,Reigate,P1,-20.13458,28.58715
12008,MADOTSHWA ANNEX,Matabeleland North,Secondary,Lupane,S3,-18.99151,27.86054
12009,BARHAM GREEN,Bulawayo,Primary,Bulawayo Central,P1,-20.1951,28.57024
12010,SIR HUMPHREY GIBBS,Bulawayo,Primary,Bulawayo Central,P3,-20.13915,28.6198
12011,SIBANTUBANYE,Bulawayo,Primary,Mzilikazi,P2,-20.14152,28.56463
12012,JOHN TALLACH ,Matabeleland North,Secondary,Umguza,S2,-19.9395,28.85438
12013,ST FRANCIS,Bulawayo,Primary,Bulawayo Central,P3,-20.18693,28.58111
12014,GLOAG SEC,Matabeleland North,Secondary,Bubi,S1,-19.80181,28.95447
12015,SIZANE,Bulawayo,Secondary,Mzilikazi,S2,-20.15063,28.52035
12016,SAGONDA,Matabeleland North,Primary,Nkayi,P3,-18.89183,28.56091
12017,SIMANYANE,Bulawayo,Primary,Bulawayo Central,P1,-20.22177,28.57188
12018,GEORGE SILUNDIKA ,Matabeleland North,Primary,Umguza,P3,-19.94874,28.19314
12019,THEMBISO CHILDREN'S HOME,Bulawayo,Primary,Khami,P2,-20.11048,28.51964
12020,CHINOTIMBA,Matabeleland North,Primary,Hwange,P2,-17.94212,25.81563
12021,HOPE FOUNTAIN PR.,Bulawayo,Primary,Imbizo,P3,-20.26125,28.65877
12022,ZINYANGENI,Matabeleland North,Primary,Nkayi,P3,-19.0431,28.59211
12023,COGHLAN,Bulawayo,Primary,Bulawayo Central,P1,-20.16331,28.58829
12024,DAVID LIVINGSTONE ,Matabeleland North,Primary,Umguza,P3,-20.03155,28.84449
12025,GLOAG RANCH,Matabeleland North,Primary,Bubi,P3,-19.79773,28.96297
12026,REGINA MUNDI SEC,Matabeleland North,Secondary,Lupane,S3,-19.30845,27.71
12027,INGWENYA,Matabeleland North,Primary,Umguza,P3,-19.94007,28.85485
12028,REGINA MUNDI ,Matabeleland North,Primary,Lupane,P3,-19.29194,27.71073
12029,ST.JAMES SEC,Matabeleland North,Secondary,Umguza,S1,-19.94708,28.06091
12030,ST PATRICKS PRY,Bulawayo,Primary,Reigate,P2,-20.14594,28.57461
12031,FAIRBRIDGE ,Bulawayo,Primary,Reigate,P3,-20.15866,28.5871
12032,FATIMA,Matabeleland North,Primary,Lupane,P3,-18.74042,27.40819
12033,FUSI,Bulawayo,Primary,Khami,P2,-20.11199,28.49493
12034,GAMPU GVT,Bulawayo,Primary,Mzilikazi,P2,-20.13989,28.54988
12035,D. LIVINGSTONE SEC,Matabeleland North,Secondary,Umguza,S3,-20.03155,28.84449
12036,ST BERNARDS,Bulawayo,Secondary,Khami,S2,-20.14273,28.48416
12037,GODLWAYO,Bulawayo,Primary,Khami,P2,-20.1469,28.47412
12038,ST MARY,Matabeleland North,Primary,Hwange,P3,-18.3642,26.62352
12039,TSHONGOKWE,Matabeleland North,Primary,Lupane,P3,-18.62409,27.60113
12040,GREENFIELD PRIMARY,Bulawayo,Primary,Bulawayo Central,P2,-20.20085,28.55813
12041,HELEMU,Bulawayo,Primary,Mzilikazi,P2,-20.13406,28.53319
12042,HENRY LOW,Bulawayo,Primary,Bulawayo Central,P1,-20.19333,28.58419
12043,LOSIKEYI,Bulawayo,Primary,Bulawayo Central,P2,-20.14107,28.56201
12044,HILLSIDE,Bulawayo,Primary,Bulawayo Central,P1,-20.19069,28.60209
12045,HUGH BEADLE,Bulawayo,Primary,Reigate,P1,-20.11694,28.59494
12046,INDUBA,Bulawayo,Primary,Mzilikazi,P2,-20.14983,28.52629
12047,INGWEGWE,Bulawayo,Primary,Mzilikazi,P2,-20.14375,28.49425
12048,INKANYEZI,Bulawayo,Primary,Mzilikazi,P2,-20.13203,28.51583
12049,INSUKAMINI,Bulawayo,Primary,Mzilikazi,P2,-20.14002,28.53659
12050,INTUNTA,Bulawayo,Primary,Mzilikazi,P2,-20.1713,28.54011
12051,INZWANANZI,Bulawayo,Primary,Khami,P2,-20.11748,28.50753
12052,MARIST BROTHERS ,Matabeleland North,Secondary,Hwange,S2,-18.58717,26.82768
12053,JOHN SLAVEN,Bulawayo,Primary,Bulawayo Central,P3,-20.18448,28.60681
12054,KING GEORGE VI,Bulawayo,Primary,Bulawayo Central,P3,-20.14638,28.61178
12055,KING GEORGE VI,Bulawayo,Secondary,Bulawayo Central,S3,-20.14638,28.61178
12056,KUMALO,Bulawayo,Primary,Bulawayo Central,P1,-20.15692,28.62152
12057,ST.JAMES,Matabeleland North,Primary,Umguza,P3,-19.94774,28.05073
12058,LOBENGULA,Bulawayo,Primary,Reigate,P2,-20.13714,28.57423
12059,CHRISTIAN BROTHER COLLEGE,Bulawayo,Secondary,Imbizo,S1,-20.18576,28.62788
12060,LOCHVIEW,Bulawayo,Primary,Imbizo,P3,-20.18747,28.66384
12061,DOMINCAN CONVENT HIGH,Bulawayo,Secondary,Bulawayo Central,S1,-20.15568,28.57839
12062,ST BERNARDS,Bulawayo,Primary,Khami,P2,-20.1431,28.4814
12063,ZENKA,Matabeleland North,Primary,Nkayi,P3,-19.08683,28.7648
12064,ROBERT SINYOKA,Bulawayo,Primary,Khami,P3,-20.14421,28.47361
12065,LUKANYISO,Bulawayo,Primary,Mzilikazi,P1,-20.14551,28.54727
12066,LOTSHE,Bulawayo,Primary,Reigate,P2,-20.14242,28.5794
12067,LUVEVE,Bulawayo,Primary,Khami,P2,-20.11189,28.50936
12068,MAFAKELA,Bulawayo,Primary,Khami,P2,-20.10749,28.51084
12069,MAGWEGWE,Bulawayo,Primary,Mzilikazi,P2,-20.14485,28.51152
12070,MAHLABEZULU,Bulawayo,Primary,Mzilikazi,P2,-20.17745,28.53526
12071,MANYEWU,Bulawayo,Primary,Reigate,P2,-20.12494,28.54263
12072,MAPHISA,Bulawayo,Primary,Mzilikazi,P2,-20.10258,28.32306
12073,MASUKU,Bulawayo,Primary,Mzilikazi,P2,-20.17395,28.53118
12074,MATSHAYISIKHOVA,Bulawayo,Primary,Khami,P3,-20.09952,28.50089
12075,MAZWI,Bulawayo,Primary,Khami,P2,-20.12509,28.49522
12076,MBIZO,Bulawayo,Primary,Khami,P2,-20.10171,28.5055
12077,MHALI,Bulawayo,Primary,Mzilikazi,P2,-20.13416,28.50468
12078,MILTON Jr,Bulawayo,Primary,Bulawayo Central,P1,-20.16333,28.58495
12079,MORAY,Bulawayo,Primary,Bulawayo Central,P1,-20.18524,28.58826
12080,TENNYSON HLABANGANA ,Bulawayo,Secondary,Imbizo,S3,-20.26181,28.658
12081,MPUMELELO,Bulawayo,Primary,Mzilikazi,P2,-20.14679,28.53467
12082,HLANGABEZA HIGH SCHOOL,Matabeleland North,Secondary,Nkayi,S3,-18.97258,28.89323
12083,MTSHEDE,Bulawayo,Primary,Mzilikazi,P2,-20.13739,28.53004
12084,TSHOLOTSHO ,Matabeleland North,Secondary,Tsholotsho,S3,-19.76599,27.72588
12085,MZILIKAZI,Bulawayo,Primary,Reigate,P2,-20.13306,28.56868
12086,MCKEURTAN PRIMARY,Bulawayo,Primary,Reigate,P1,-20.14626,28.57913
12087,NKULUMANE,Bulawayo,Primary,Mzilikazi,P2,-20.14148,28.53969
12088,NTABENI,Bulawayo,Primary,Reigate,P2,-20.12059,28.55177
12089,BYO ADVENTIST,Bulawayo,Secondary,Bulawayo Central,S1,-20.16163,28.60249
12090,NYAMANDE,Bulawayo,Primary,Mzilikazi,P2,-20.13852,28.52318
12091,GIRLS COLLEGE HIGH,Bulawayo,Secondary,Bulawayo Central,S1,-20.16798,28.60006
12092,RANGEMORE,Bulawayo,Primary,Khami,P2,-20.20742,28.49123
12093,RIVERSIDE STIMULATION CEN,Bulawayo,Primary,Imbizo,P1,-20.2128,28.66017
12094,ROBERT TREDGOLD,Bulawayo,Primary,Bulawayo Central,P2,-20.14878,28.57834
12095,SIR ROY WELENSKY,Matabeleland North,Primary,Hwange,P3,-20.15946,28.58268
12096,TENNYSON,Bulawayo,Primary,Bulawayo Central,P1,-20.18068,28.61362
12097,THOMAS COULTER,Matabeleland North,Primary,Hwange,P1,-18.36431,26.49752
12098,TRENANCE,Bulawayo,Primary,Reigate,P1,-20.08457,28.57791
12099,WATERFORD,Bulawayo,Primary,Imbizo,P3,-20.22502,28.65383
12100,WOODVILLE,Bulawayo,Primary,Reigate,P3,-20.08079,28.65283
12101,EMAKHANDENI,Bulawayo,Primary,Reigate,P2,-20.11611,28.52856
12102,THOMAS RUDLAND,Bulawayo,Primary,Reigate,P1,-20.1159,28.61048
12103,AMAVENE,Bulawayo,Primary,Mzilikazi,P1,-20.18983,28.51792
12104,NEWMANSFORD,Bulawayo,Primary,Reigate,P2,-20.10948,28.60395
12105,MPINDO PRY,Matabeleland North,Primary,Tsholotsho,P3,-19.21437,27.5827
12106,IGUSI,Matabeleland North,Primary,Umguza,P3,-19.65905,28.07236
12107,QUEENS MINE,Matabeleland North,Primary,Bubi,P3,-19.80111,28.74052
12108,KHUMBULA PRY,Matabeleland North,Primary,Tsholotsho,P3,-19.63203,27.11198
12109,PELELA PRY,Matabeleland North,Primary,Tsholotsho,P3,-19.66654,27.13671
12110,TEMBILE,Matabeleland North,Primary,Tsholotsho,P3,-19.69937,27.03305
12111,MGOMENI,Matabeleland North,Primary,Tsholotsho,P3,-19.61428,27.0192
12112,MBIRIYA,Matabeleland North,Primary,Tsholotsho,P3,-19.67018,27.24283
12113,ZIMWATUGA,Matabeleland North,Primary,Tsholotsho,P3,-19.47923,27.02031
12114,EMQWASHINI,Matabeleland North,Primary,Umguza,P3,-19.74053,28.41535
12115,NHLAMBABALOYI ,Matabeleland North,Primary,Umguza,P3,-20.00843,28.8223
12116,MKALANDODA,Matabeleland North,Primary,Nkayi,P3,-18.93787,28.89425
12117,ZIDULINI,Matabeleland North,Primary,Nkayi,P3,-18.71182,28.66622
12118,MDENGELELE,Matabeleland North,Primary,Nkayi,P3,-18.73012,28.58288
12119,MBAZHE,Matabeleland North,Primary,Nkayi,P3,-18.77975,28.71809
12120,MADLELENYONI,Matabeleland North,Primary,Umguza,P3,-19.98494,28.8618
12121,MBEMBESWANA 2,Matabeleland North,Primary,Bubi,P3,-19.17057,28.11489
12122,SIGANDA,Matabeleland North,Primary,Bubi,P3,-19.29035,28.48958
12123,SOMHLANGA,Matabeleland North,Primary,Lupane,P3,-18.81185,27.82702
12124,MLONYENI,Matabeleland North,Primary,Lupane,P3,-19.22701,28.06368
12125,GWELUTSHENA,Matabeleland North,Primary,Nkayi,P3,-18.65152,28.71063
12126,LUKALA,Matabeleland North,Primary,Bubi,P3,-19.26936,28.44714
12127,GOMOZA,Matabeleland North,Primary,Lupane,P3,-18.72368,28.2122
12128,NGOMBANE,Matabeleland North,Primary,Lupane,P3,-18.70185,27.61901
12129,SAZIYABANA,Matabeleland North,Primary,Nkayi,P3,-18.66495,28.60969
12130,SOMAKWILILI,Matabeleland North,Primary,Nkayi,P3,-18.6167,28.71143
12132,MZOLA 5,Matabeleland North,Primary,Lupane,P3,-18.52846,27.61181
12133,HOMPANE,Matabeleland North,Primary,Nkayi,P3,-19.15984,28.82216
12134,MVUNDLANA PRIMARY ,Matabeleland North,Primary,Tsholotsho,P3,-19.79527,27.78078
12135,MKHAYENI,Matabeleland North,Primary,Tsholotsho,P3,-19.66511,27.56567
12136,DOMBO,Matabeleland North,Primary,Tsholotsho,P3,-19.71624,27.75798
12137,DHLAKAPIYA,Matabeleland North,Primary,Tsholotsho,P3,-19.51998,27.47956
12138,BAYANE ,Matabeleland North,Primary,Tsholotsho,P3,-19.4921,27.33058
12139,TSHINO,Matabeleland North,Primary,Tsholotsho,P3,-19.41926,27.60809
12140,ST. WILFRED,Matabeleland North,Primary,Tsholotsho,P3,-19.52583,27.08437
12141,SIKHOBO,Matabeleland North,Primary,Tsholotsho,P3,-19.55326,27.13604
12142,SIHAZELA,Matabeleland North,Primary,Tsholotsho,P3,-19.40597,27.18159
12143,ST.  JOSEPH,Matabeleland North,Primary,Tsholotsho,P3,-19.44093,26.96377
12144,ST. MARY,Matabeleland North,Primary,Tsholotsho,P3,-19.39911,27.08084
12145,ZWELABO ,Matabeleland North,Secondary,Nkayi,S3,-18.98641,28.48367
12146,HADANE ,Matabeleland North,Secondary,Nkayi,S3,-19.07062,28.98245
12147,ZWANGENDABA SEC,Matabeleland North,Secondary,Lupane,S3,-19.0826,27.945
12148,MABHIKWA SEC,Matabeleland North,Secondary,Lupane,S2,-18.9124,27.74052
12149,DAKAMELA,Matabeleland North,Secondary,Nkayi,S3,-18.77279,28.66861
12150,BAHLANGENE  SECONDARY SCHOOL,Matabeleland North,Secondary,Nkayi,S3,-18.72416,28.35535
12151,TOHWE ,Matabeleland North,Secondary,Nkayi,S3,-18.94048,28.72929
12152,MATEME,Matabeleland North,Secondary,Nkayi,S3,-18.6703,28.95685
12153,GUWE,Matabeleland North,Secondary,Nkayi,S3,-19.19427,28.95771
12154,SIVOMO ,Matabeleland North,Secondary,Nkayi,S3,-18.85575,28.82699
12155,HLANGANANI  SECONDARY,Matabeleland North,Secondary,Nkayi,S3,-18.65267,28.65615
12156,SIMBO SECONDARY SCHOOL,Matabeleland North,Secondary,Nkayi,S3,-18.87576,28.445
12157,MPUMELELO HIGH,Matabeleland North,Secondary,Nkayi,S3,-19.06743,28.77377
12158,BUBUDE ,Matabeleland North,Secondary,Tsholotsho,S3,-20.01803,27.81536
12159,GOGO SEC,Matabeleland North,Secondary,Lupane,S3,-18.4473,27.86933
12160,AMANDLETHU SEC,Matabeleland North,Secondary,Lupane,S3,-18.83718,28.12178
12161,TSHELI ,Matabeleland North,Secondary,Nkayi,S3,-18.58021,28.60107
12162,DETEMA ,Matabeleland North,Secondary,Hwange,S3,-18.61901,26.86895
12163,SIBAMBENE SEC,Matabeleland North,Secondary,Lupane,S3,-18.72786,28.19908
12164,VULINDLELA SEC,Matabeleland North,Secondary,Lupane,S3,-18.76971,27.89473
12165,MTSHABI ,Matabeleland North,Secondary,Nkayi,S3,-18.76451,28.73833
12166,SIPEPA SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.2832,27.65491
12167,TSHABANDA  ADV  HIGH SCHOOL,Matabeleland North,Secondary,Tsholotsho,S3,-20.11583,27.87101
12168,LUPANDA SEC,Matabeleland North,Secondary,Lupane,S3,-19.11762,27.74597
12169,SAMAHURU ,Matabeleland North,Secondary,Tsholotsho,S3,-19.47827,27.17601
12170,NEMANE ,Matabeleland North,Secondary,Tsholotsho,S1,-19.80601,27.53879
12171,ZENZELE SEC,Matabeleland North,Secondary,Lupane,S3,-18.4854,27.66588
12172,SIABUWA SEC,Matabeleland North,Secondary,Binga,S3,-17.47224,28.05062
12173,KAPANE SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.25347,27.48217
12174,MPANEDZIBA SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.46786,27.57404
12175,KHUMBULA SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.6126,27.09275
12176,TINDE SEC,Matabeleland North,Secondary,Binga,S3,-18.2527,27.18066
12177,INDUNA ,Bulawayo,Secondary,Imbizo,S3,-20.11399,28.74902
12178,SIANSUNDU SEC,Matabeleland North,Secondary,Binga,S3,-17.98965,27.21525
12179,DINYANE SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.88456,27.75827
12180,DLAMINI SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.50625,27.40604
12181,ST COLUMBUS,Bulawayo,Secondary,Reigate,S1,-20.13896,28.57696
12182,KAMATIVI ,Matabeleland North,Secondary,Hwange,S3,-18.30357,27.08521
12183,EKUPHAKAMENI SEC,Matabeleland North,Secondary,Lupane,S3,-18.39929,27.46212
12184,KOMAYANGA ,Matabeleland North,Secondary,Nkayi,S3,-18.88227,28.65632
12185,MAJIJI SEC,Matabeleland North,Secondary,Bubi,S3,-19.35336,28.40663
12186,SIGONDE SEC,Matabeleland North,Secondary,Umguza,S3,-19.50213,28.31041
12187,SAWMILLS SEC,Matabeleland North,Secondary,Umguza,S3,-19.66204,28.07197
12188,SIKENTE ,Matabeleland North,Secondary,Tsholotsho,S3,-19.77415,27.37827
12189,TSHITATSHAWA ,Matabeleland North,Secondary,Tsholotsho,S3,-19.69366,27.42736
12190,EKUKHANYENI ,Matabeleland North,Secondary,Nkayi,S3,-18.66968,28.4572
12191,PASHU SEC,Matabeleland North,Secondary,Binga,S3,-18.22083,27.40187
12192,SIYAMAGOZA SEC,Matabeleland North,Secondary,Lupane,S3,-18.29627,27.9625
12193,PHUMELELA SEC,Matabeleland North,Secondary,Lupane,S3,-18.55472,28.05851
12194,MSEWELE SEC,Matabeleland North,Secondary,Lupane,S3,-18.56132,27.66711
12195,MTUPANE SEC,Matabeleland North,Secondary,Lupane,S3,-19.0159,28.18047
12196,NHLANHLA SEC,Matabeleland North,Secondary,Lupane,S3,-18.61517,27.59729
12197,SKOPO (SDA) ,Matabeleland North,Secondary,Nkayi,S3,-18.7881,28.57829
12198,HOMPANE ,Matabeleland North,Secondary,Nkayi,S3,-19.15547,28.79997
12199,NESIKWE,Matabeleland North,Secondary,Nkayi,S3,-18.43336,28.48551
12200,DIBUTIBU,Matabeleland North,Secondary,Tsholotsho,S3,-19.15442,27.63999
12201,DIKILI ,Matabeleland North,Secondary,Tsholotsho,S3,-20.05861,27.7699
12202,MATE,Matabeleland North,Secondary,Tsholotsho,S3,-20.01929,27.89955
12203,ZIBUNGULULU SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.67506,27.60742
12204,LUBIMBI  SEC,Matabeleland North,Secondary,Binga,S3,-18.45484,27.33009
12205,SOMANKONYANE SEC,Matabeleland North,Secondary,Lupane,S3,-18.5901,28.26204
12206,MLAMULI SEC,Matabeleland North,Secondary,Lupane,S3,-18.80301,27.59573
12207,TYUNGA SEC,Matabeleland North,Secondary,Binga,S3,-17.19243,28.07903
12208,GEBHUZA  HIGH,Matabeleland North,Secondary,Hwange,S1,-18.39434,26.46508
12209,MASHAKE SECONDARY,Matabeleland North,Secondary,Hwange,S3,-18.10491,26.10911
12210,PETRA HIGH,Bulawayo,Secondary,Imbizo,S1,-20.17468,28.63673
12211,JIMILA SEC,Matabeleland North,Secondary,Tsholotsho,S3,-19.50324,27.7295
12212,MANGUBENI ,Matabeleland North,Secondary,Bubi,S3,-19.31738,28.95502
12213,KARIYANGWE SEC,Matabeleland North,Secondary,Binga,S3,-17.99195,27.52667
12214,MANJOLO SEC,Matabeleland North,Secondary,Binga,S3,-17.72788,27.38027
12215,MTHOMBOTHEMBA,Bulawayo,Primary,Imbizo,P3,-20.24398,28.68937
12216,NKOSIKAZI,Matabeleland North,Primary,Bubi,P3,-19.42694,28.46492
12217,LOZIBA,Matabeleland North,Primary,Bubi,P3,-19.68801,28.83785
12218,HAUKE PRY SCHOOL,Matabeleland North,Primary,Bubi,P3,-19.37435,28.51935
12219,LONGWE,Matabeleland North,Primary,Bubi,P3,-19.31542,29.01117
12220,KOKOLOMBENI,Matabeleland North,Primary,Bubi,P3,-19.22207,28.1819
12221,MBEMBESWANA 1,Matabeleland North,Primary,Bubi,P3,-19.31082,28.40217
12222,EMKHONYENI,Matabeleland North,Primary,Bubi,P3,-19.26745,28.4831
12223,DULUTSHA,Matabeleland North,Primary,Bubi,P3,-19.33549,28.54215
12224,LUHUMBE,Matabeleland North,Primary,Lupane,P3,-19.03576,28.29317
12225,MTUPANE,Matabeleland North,Primary,Lupane,P3,-19.0125,28.10331
12226,DALUKA,Matabeleland North,Primary,Lupane,P3,-19.08826,27.9497
12227,LUPANE,Matabeleland North,Primary,Lupane,P3,-18.91622,27.744
12228,DLAWA,Matabeleland North,Primary,Nkayi,P3,-19.05077,28.41401
12229,ELIHLO,Matabeleland North,Primary,Lupane,P3,-19.0745,27.77064
12230,JANKE,Matabeleland North,Primary,Lupane,P3,-18.98153,28.30162
12231,ZINAPI,Matabeleland North,Primary,Lupane,P3,-18.77153,27.73076
12232,KWARAI,Matabeleland North,Primary,Lupane,P3,-18.74031,27.66217
12233,KANA,Matabeleland North,Primary,Lupane,P3,-18.58197,27.55734
12234,KWESEMVUBU,Matabeleland North,Primary,Lupane,P3,-18.81313,28.23398
12235,MASUNGAMALA ,Matabeleland North,Primary,Lupane,P3,-19.02608,27.71328
12236,MADLELENYONI ,Matabeleland North,Secondary,Umguza,S3,-19.98595,28.8633
12237,MSEWELE,Matabeleland North,Primary,Lupane,P3,-18.55508,27.66311
12238,SOJINI SEC,Matabeleland North,Secondary,Umguza,S3,-19.99501,28.91827
12239,MAKHOVULA,Matabeleland North,Primary,Lupane,P3,-18.919,27.87082
12240,ESIBOMBO,Matabeleland North,Primary,Lupane,P3,-18.53365,27.75184
12241,NGADLWANA,Matabeleland North,Primary,Lupane,P3,-18.71976,27.76423
12242,KABELA,Matabeleland North,Primary,Lupane,P3,-18.82825,28.01687
12243,NDLOVU,Matabeleland North,Primary,Lupane,P3,-18.87291,27.72449
12244,MASENYANE,Matabeleland North,Primary,Lupane,P3,-18.81571,27.64242
12245,SIPOPOMA,Matabeleland North,Primary,Lupane,P3,-19.12728,27.82378
12246,DAKAMELA,Matabeleland North,Primary,Nkayi,P3,-18.78734,28.66003
12247,DIMPAMIWA,Matabeleland North,Primary,Nkayi,P3,-19.01885,28.89364
12248,GWITSHI,Matabeleland North,Primary,Nkayi,P3,-19.13973,28.97924
12249,SIKHOBOKHOBO,Matabeleland North,Primary,Nkayi,P3,-18.75609,28.4725
12250,MPOFU,Matabeleland North,Primary,Lupane,P3,-18.95647,27.80855
12251,TOHWE,Matabeleland North,Primary,Nkayi,P3,-18.9415,28.73245
12252,DOLAHALI,Matabeleland North,Primary,Nkayi,P3,-18.81763,28.68767
12253,BHODABHODA,Matabeleland North,Primary,Nkayi,P3,-18.81136,28.41838
12254,MATEME,Matabeleland North,Primary,Nkayi,P3,-18.67268,28.92992
12255,GUWE,Matabeleland North,Primary,Nkayi,P3,-19.19933,28.95477
12256,MALINGA,Matabeleland North,Primary,Nkayi,P3,-18.78314,28.52955
12257,AMAZWIMABILI,Matabeleland North,Primary,Nkayi,P3,-18.53539,27.87217
12258,SIVOMO,Matabeleland North,Primary,Nkayi,P3,-18.8463,28.82005
12259,MTSHATSHANE,Matabeleland North,Primary,Nkayi,P3,-19.08605,28.80904
12260,GAMPINYA,Matabeleland North,Primary,Nkayi,P3,-18.64663,28.65634
12261,NESIKWE,Matabeleland North,Primary,Nkayi,P3,-18.73544,28.78729
12262,MKALATHI,Matabeleland North,Primary,Nkayi,P3,-18.86452,28.59431
